編號,案類,發生(現)日期,發生時段,發生(現)地點
1841,住宅竊盜,1070302,12~14,台北市大安區錦華里羅斯福路2段31~60號
1842,住宅竊盜,1070303,14~16,台北市南港區玉成街201巷4弄1~30號
1843,住宅竊盜,1070304,06~08,台北市南港區重陽路166巷1~30號
1844,住宅竊盜,1070305,00~02,台北市中正區河堤里汀州路2段211~240號
1845,住宅竊盜,1070305,10~12,台北市士林區福中里福港街91~120號
1846,住宅竊盜,1070306,16~18,台北市文山區萬祥里5鄰羅斯福路5段211巷17弄1~30號
1847,住宅竊盜,1070308,18~20,台北市北投區裕民里懷德街11巷1~30號
1848,住宅竊盜,1070310,00~02,台北市內湖區成功路4段61巷8弄1~30號
1849,住宅竊盜,1070311,14~16,台北市松山區民權東路3段151~180號
1850,住宅竊盜,1070311,14~16,台北市南港區南深路23巷1~30號
1851,住宅竊盜,1070312,10~12,台北市大安區大學里新生南路3段70巷2弄1~30號
1852,住宅竊盜,1070312,10~12,台北市信義區吳興街600巷76弄91~120號
1853,住宅竊盜,1070312,14~16,台北市士林區天玉里天玉路27巷1~30號
1854,住宅竊盜,1070312,22~24,台北市北投區開明里復興四路61~90號
1855,住宅竊盜,1070313,08~10,台北市文山區木新里031鄰木新路2段121~150號
1856,住宅竊盜,1070313,16~18,台北市萬華區寶興街80巷31~60號
1857,住宅竊盜,1070315,04~06,台北市南港區研究院路3段86巷1~30號
1858,住宅竊盜,1070315,08~10,台北市信義區基隆路2段1~30號
1859,住宅竊盜,1070315,18~20,台北市南港區研究院路2段12巷14弄1~30號
1860,住宅竊盜,1070315,20~22,台北市萬華區環河南路3段1~30號
1861,住宅竊盜,1070318,00~02,台北市南港區忠孝東路6段70巷21弄1~30號
1862,住宅竊盜,1070318,20~22,台北市北投區行義路186巷31~60號
1863,住宅竊盜,1070319,08~10,台北市萬華區長泰街139巷
1864,住宅竊盜,1070319,18~20,台北市文山區萬年里羅斯福路5段170巷3弄1~30號
1865,住宅竊盜,1070320,02~04,台北市南港區舊莊街1段31~60號
1866,住宅竊盜,1070320,12~14,台北市士林區富洲里12鄰延平北路9段211~240號
1867,住宅竊盜,1070320,22~24,台北市內湖區星雲街68巷1~30號
1868,住宅竊盜,1070321,12~14,台北市文山區景慶里溪口街85巷10弄1~30號
1869,住宅竊盜,1070325,08~10,台北市大安區法治里樂利路111巷1~30號
1870,住宅竊盜,1070330,14~16,台北市南港區研究院路2段61巷3弄1~30號
1871,住宅竊盜,1070331,12~14,台北市文山區景行里景中街30巷1~30號
1872,住宅竊盜,1070331,20~22,台北市北投區立農里吉利街123巷11弄1~30號
1873,住宅竊盜,1070402,02~04,台北市萬華區西寧南路1~30號
1874,住宅竊盜,1070402,18~20,台北市士林區天福里天母東路8巷91~120號
1875,住宅竊盜,1070403,10~12,台北市南港區研究院路3段161巷1~30號
1876,住宅竊盜,1070404,02~04,台北縣淡水鎮水源街2段177巷61~90號
1877,住宅竊盜,1070405,10~12,台北市萬華區東園街66巷7弄1~30號
1878,住宅竊盜,1070409,10~12,台北市中山區新生北路2段133巷1~30號
1879,住宅竊盜,1070409,10~12,台北市士林區後港里24鄰通河東街2段1~30號
1880,住宅竊盜,1070412,14~16,台北市信義區安康里信義路6段15巷18弄1~30號
1881,住宅竊盜,1070415,20~22,台北市北投區一德里中央北路4段121~150號
1882,住宅竊盜,1070416,12~14,台北市北投區榮華里明德路150巷31~60號
1883,住宅竊盜,1070416,12~14,台北市信義區敦厚里基隆路1段121~150號
1884,住宅竊盜,1070416,16~18,台北市北投區榮華里明德路136巷1~30號
1885,住宅竊盜,1070420,10~12,台北市文山區明義里005鄰木柵路2段168巷1~30號
1886,住宅竊盜,1070423,10~12,台北市大同區太原路11巷1~30號
1887,住宅竊盜,1070424,10~12,台北市文山區萬年里公館街61巷1~30號
1888,住宅竊盜,1070424,16~18,台北市北投區尊賢里尊賢街218巷1~30號
1889,住宅竊盜,1070424,16~18,台北市南港區合成里20鄰市民大路7段211~240號
1890,住宅竊盜,1070425,18~20,台北市南港區研究院路2段12巷14弄1~30號
1891,住宅竊盜,1070426,04~06,台北市大安區民炤里新生南路1段165巷1~30號
1892,住宅竊盜,1070426,10~12,台北市中正區梅花里忠孝東路2段39巷2弄1~30號
1893,住宅竊盜,1070428,08~10,台北市信義區六合里信義路5段150巷400弄1~30號
1894,住宅竊盜,1070430,10~12,台北市南港區研究院路2段70巷31~60號
1895,住宅竊盜,1070501,18~20,台北市中山區林森北路301~330號
1896,住宅竊盜,1070503,10~12,台北市南港區南港里東南街1~30號
1897,住宅竊盜,1070503,12~14,台北市大安區民輝里濟南路3段1~30號
1898,住宅竊盜,1070504,18~20,台北市信義區大道里忠孝東路5段751~780號
1899,住宅竊盜,1070507,10~12,台北市萬華區中華路1段181~210號
1900,住宅竊盜,1070507,14~16,台北市文山區政大里016鄰萬壽路61巷1~30號
1901,住宅竊盜,1070508,02~04,台北市中山區中山北路1段91~120號
1902,住宅竊盜,1070508,02~04,台北市信義區景勤里吳興街156巷22弄1~30號
1903,住宅竊盜,1070509,10~12,台北市北投區一德里學園路1~30號
1904,住宅竊盜,1070509,12~14,台北市大同區蘭州街91~120號
1905,住宅竊盜,1070509,14~16,台北市士林區天和里中山北路7段190巷1~30號
1906,住宅竊盜,1070510,18~20,台北市內湖區週美里19鄰南京東路6段151~180號
1907,住宅竊盜,1070512,14~16,台北市北投區中央里北投路1段91巷1~30號
1908,住宅竊盜,1070512,16~18,台北市南港區玉成街140巷1~30號
1909,住宅竊盜,1070513,10~12,台北市士林區富洲里延平北路8段151~180號
1910,住宅竊盜,1070516,14~16,台北市中正區光復里漢口街1段1~30號
1911,住宅竊盜,1070517,18~20,台北市中正區光復里漢口街1段1~30號
1912,住宅竊盜,1070518,20~22,台北市大安區龍坡里泰順街27巷1~30號
1913,住宅竊盜,1070518,22~24,台北市中正區東門里徐州路1~30號
1914,住宅竊盜,1070518,22~24,台北市中正區徐州路1~30號
1915,住宅竊盜,1070520,16~18,台北市大同區承德路2段31~60號
1916,住宅竊盜,1070520,22~24,台北市文山區萬美里004鄰萬利街30巷61~90號
1917,住宅竊盜,1070523,22~24,台北市內湖區成功路2段361~390號
1918,住宅竊盜,1070524,00~02,台北市中正區黎明里漢口街1段1~30號
1919,住宅竊盜,1070526,18~20,台北市信義區富台里松山路342巷1~30號
1920,住宅竊盜,1070527,02~04,台北市大同區承德路2段155巷1~30號
1921,住宅竊盜,1070527,08~10,台北市大安區敦煌里安和路1段127巷29弄1~30號
1922,住宅竊盜,1070527,14~16,台北市萬華區水源路181~210號
1923,住宅竊盜,1070528,10~12,台北市中山區新生北路3段61~90號
1924,住宅竊盜,1070601,22~24,台北市北投區智仁里杏林三路1~30號
1925,住宅竊盜,1070603,06~08,台北市北投區吉利里致遠二路95巷31~60號
1926,住宅竊盜,1070604,22~24,台北市大安區誠安里復興南路1段61~90號
1927,住宅竊盜,1070606,10~12,台北市北投區關渡里知行路3巷1~30號
1928,住宅竊盜,1070606,22~24,台北市內湖區環山路1段1~30號
1929,住宅竊盜,1070607,02~04,台北市北投區裕民里東陽街468巷1~30號
1930,住宅竊盜,1070608,04~06,台北市中正區林興里羅斯福路3段128巷36弄1~30號
1931,住宅竊盜,1070612,22~24,台北市信義區黎忠里和平東路3段435巷10弄1~30號
1932,住宅竊盜,1070613,02~04,台北市大安區龍泉里師大路1~30號
1933,住宅竊盜,1070614,10~12,台北市北投區福興里致遠一路2段71巷1~30號
1934,住宅竊盜,1070614,22~24,台北市中山區合江街100巷1~30號
1935,住宅竊盜,1070615,00~02,台北市南港區成福路61~90號
1936,住宅竊盜,1070615,18~20,台北市南港區新富里4鄰富康街1巷16弄1~30號
1937,住宅竊盜,1070616,02~04,台北市南港區成福路180巷1~30號
1938,住宅竊盜,1070620,20~22,台北市南港區成福里成福路121巷1~30號
1939,住宅竊盜,1070622,06~08,台北市中正區幸市里新生南路1段60巷1~30號
1940,住宅竊盜,1070623,18~20,台北市文山區萬芳里020鄰萬安街44巷1~30號
1941,住宅竊盜,1070623,22~24,台北市中山區大直街2巷1~30號
1942,住宅竊盜,1070625,20~22,台北市內湖區港華街1~30號
1943,住宅竊盜,1070626,10~12,台北市信義區忠孝東路5段1~30號
1944,住宅竊盜,1070627,08~10,台北市大安區龍坡里2鄰溫州街11巷1~30號
1945,住宅竊盜,1070629,12~14,台北市內湖區康樂街186巷1~30號
1946,住宅竊盜,1070701,10~12,台北市萬華區和平西路3段301~330號
1947,住宅竊盜,1070702,14~16,台北市中山區撫順街1~30號
1948,住宅竊盜,1070702,18~20,台北市文山區萬年里12鄰羅斯福路5段170巷1~30號
1949,住宅竊盜,1070703,06~08,台北市大安區臨江里通化街39巷50弄31~60號
1950,住宅竊盜,1070706,18~20,台北市北投區關渡里知行路331~360號
1951,住宅竊盜,1070706,20~22,台北市信義區廣居里忠孝東路5段372巷27弄1~30號
1952,住宅竊盜,1070707,18~20,台北市內湖區行善路25巷31~60號
1953,住宅竊盜,1070708,08~10,台北市文山區華興里006鄰試院路4巷1~30號
1954,住宅竊盜,1070708,16~18,台北市中正區南門里和平西路2段75巷1~30號
1955,住宅竊盜,1070709,02~04,台北市萬華區環河南路2段125巷7弄1~30號
1956,住宅竊盜,1070711,08~10,台北市南港區新光里昆陽街151~180號
1957,住宅竊盜,1070711,16~18,台北市中山區中山北路1段83巷3之1~30號
1958,住宅竊盜,1070712,08~10,台北市信義區大仁里福德街91~120號
1959,住宅竊盜,1070712,16~18,台北市萬華區漢口街2段90巷8弄1~30號
1960,住宅竊盜,1070715,12~14,台北市士林區福中里華齡街185巷1~30號
1961,住宅竊盜,1070716,08~10,台北市松山區三民路107巷31~60號
1962,住宅竊盜,1070716,14~16,台北市中山區新生北路2段72巷1~30號
1963,住宅竊盜,1070717,08~10,台北市北投區榮華里榮華二路39巷1~30號
1964,住宅竊盜,1070717,10~12,台北市中正區富水里思源街1~30號
1965,住宅竊盜,1070718,10~12,台北市信義區安康里虎林街212巷31~60號
1966,住宅竊盜,1070719,18~20,台北市萬華區西藏路151~180號
1967,住宅竊盜,1070719,20~22,台北市中山區中山北路1段105巷1~30號
1968,住宅竊盜,1070720,14~16,台北市信義區基隆路1段101巷31~60號
1969,住宅竊盜,1070720,20~22,台北市文山區景行里景後街121~150號
1970,住宅竊盜,1070723,22~24,台北市南港區九如里研究院路3段10巷1~30號
1971,住宅竊盜,1070725,16~18,台北市萬華區康定路25巷36弄1~30號
1972,住宅竊盜,1070726,06~08,台北市中山區中山北路2段62巷1~30號
1973,住宅竊盜,1070726,22~24,台北市大同區重慶北路2段57巷8-1號
1974,住宅竊盜,1070727,02~04,台北市松山區八德路2段421~450號
1975,住宅竊盜,1070728,10~12,台北市內湖區內湖路2段103巷61~90號
1976,住宅竊盜,1070728,16~18,台北市大安區建倫里忠孝東路4段151~180號
1977,住宅竊盜,1070730,04~06,台北市北投區長安里泉源路61~90號
1978,住宅竊盜,1070731,02~04,台北市中正區永功里21鄰寧波西街182巷1~30號
1979,住宅竊盜,1070731,10~12,台北市中正區南福里羅斯福路2段31~60號
1980,住宅竊盜,1070731,14~16,台北市大安區和安里信義路3段147巷15弄1~30號
1981,住宅竊盜,1070801,12~14,台北市萬華區西園路2段372巷23弄1~30號
1982,住宅竊盜,1070801,12~14,台北市萬華區西園路2段372巷23弄1~30號
1983,住宅竊盜,1070803,12~14,台北市文山區樟林里025鄰光輝路121~150號
1984,住宅竊盜,1070803,14~16,台北市中山區新生北路1段31~60號
1985,住宅竊盜,1070803,14~16,台北市南港區忠孝東路6段91~120號
1986,住宅竊盜,1070804,12~14,台北市北投區大同里大業路481~510號
1987,住宅竊盜,1070804,22~24,台北市士林區天壽里中山北路7段14巷65弄1~30號
1988,住宅竊盜,1070805,00~02,台北縣板橋市縣民大道3段151~180號
1989,住宅竊盜,1070805,00~02,台北縣板橋市縣民大道3段151~180號
1990,住宅竊盜,1070805,06~08,台北市松山區南京東路3段256巷20弄1~30號
1991,住宅竊盜,1070806,12~14,台北市中正區東門里紹興南街1~30號
1992,住宅竊盜,1070806,14~16,台北市中山區民權西路61~90號
1993,住宅竊盜,1070808,08~10,台北市大安區正聲里光復南路240巷31~60號
1994,住宅竊盜,1070808,14~16,台北市中山區長春路181~210號
1995,住宅竊盜,1070809,06~08,台北市大安區法治里通化街181巷1~30號
1996,住宅竊盜,1070810,08~10,台北市中山區民族東路512巷1~30號
1997,住宅竊盜,1070810,20~22,台北縣板橋市縣民大道3段151~180號
1998,住宅竊盜,1070810,20~22,台北縣板橋市縣民大道3段151~180號
1999,住宅竊盜,1070811,08~10,台北市北投區一德里中央北路4段301~330號
2000,住宅竊盜,1070812,04~06,台北市中正區幸市里濟南路2段62巷1~30號
2001,住宅竊盜,1070813,12~14,台北市士林區中社路1段11巷31弄1~30號
2002,住宅竊盜,1070814,04~06,台北市萬華區東園街91~120號
2003,住宅竊盜,1070814,12~14,台北市文山區興家里18鄰興隆路3段221巷4弄1~30號
2004,住宅竊盜,1070814,20~22,台北市內湖區東湖路113巷95弄121~150號
2005,住宅竊盜,1070815,18~20,台北市松山區民生東路4段112巷5弄1~30號
2006,住宅竊盜,1070816,10~12,台北市中山區錦州街31~60號
2007,住宅竊盜,1070816,12~14,台北市中山區新生北路2段72巷1~30號
2008,住宅竊盜,1070820,12~14,台北市信義區永春里松山路391~420號
2009,住宅竊盜,1070820,12~14,台北市大安區民輝里市民大道3段151~180號
2010,住宅竊盜,1070822,06~08,台北市北投區永和里行義路186巷26弄1~30號
2011,住宅竊盜,1070823,06~08,台北市萬華區萬大路481~510號
2012,住宅竊盜,1070823,22~24,台北市文山區政大里014鄰政大一街361~390號
2013,住宅竊盜,1070824,00~02,台北市大安區黎和里和平東路3段632巷61~90號
2014,住宅竊盜,1070826,10~12,台北市松山區京東路5段291巷1~30號
2015,住宅竊盜,1070828,08~10,台北市大同區承德路3段191巷1~30號
2016,住宅竊盜,1070829,20~22,台北市中山區安東街16巷13弄1~30號
2017,住宅竊盜,1070830,00~02,台北市大安區臨江里通化路101巷61~90號
2018,住宅竊盜,1070830,04~06,台北市中山區民生東路1段61~90號
2019,住宅竊盜,1070830,06~08,台北市大安區龍淵里和平東路2段96巷1~30號
2020,住宅竊盜,1070830,14~16,台北市大同區民權西路245巷1~30號
2021,住宅竊盜,1070831,08~10,台北市萬華區凌霄里6鄰國興路1~30號
2022,住宅竊盜,1070831,16~18,台北市中山區民權西路70巷45之1~30號
2023,住宅竊盜,1070902,10~12,台北市北投區開明里義方街1~30號
2024,住宅竊盜,1070902,12~14,台北市士林區福順里2鄰重慶北路4段1巷3弄1~30號
2025,住宅竊盜,1070902,14~16,台北市內湖區江南街71巷93弄1~30號
2026,住宅竊盜,1070903,02~04,台北市內湖區內湖路1段737巷19弄1~30號
2027,住宅竊盜,1070903,04~06,台北市大同區昌吉街1~30號
2028,住宅竊盜,1070903,04~06,台北市大同區迪化街2段146巷1~30號
2029,住宅竊盜,1070903,22~24,台北市萬華區富民路155巷1~30號
2030,住宅竊盜,1070904,16~18,台北市北投區溫泉里奇岩路1~30號
2031,住宅竊盜,1070905,14~16,台北市士林區百齡里福港街211~240號
2032,住宅竊盜,1070906,02~04,台北市士林區富光里3鄰延平北路5段91~120號
2033,住宅竊盜,1070906,22~24,台北市中山區中山北路2段93巷1~30號
2034,住宅竊盜,1070907,10~12,台北市大安區義安里文昌街91~120號
2035,住宅竊盜,1070907,12~14,台北市中正區幸市里金山南路1段30巷1~30號
2036,住宅竊盜,1070908,06~08,台北市文山區萬興里013鄰指南路2段45巷1~30號
2037,住宅竊盜,1070910,10~12,台北市中山區吉林路343巷1~30號
2038,住宅竊盜,1070910,12~14,台北市大安區學府里羅斯福路4段119巷62弄31~60號
2039,住宅竊盜,1070910,18~20,台北市北投區智仁里21鄰中和街525巷6弄1~30號
2040,住宅竊盜,1070912,06~08,台北市中正區富水里永春街200巷3弄1~30號
2041,住宅竊盜,1070912,06~08,台北市萬華區開封街2段1~30號
2042,住宅竊盜,1070912,18~20,台北市中山區北安路841巷1~30號
2043,住宅竊盜,1070914,16~18,台北市士林區葫蘆里8鄰延平北路5段245巷1~30號
2044,住宅竊盜,1070915,16~18,台北市大安區光信里光復南路451~480號
2045,住宅竊盜,1070916,16~18,台北市萬華區環河南路2段181~210號
2046,住宅竊盜,1070916,18~20,台北市北投區中央里大業路280巷1~30號
2047,住宅竊盜,1070917,06~08,台北市大同區太原路91~120號
2048,住宅竊盜,1070918,02~04,台北市南港區成福里成福路79巷2弄1~30號
2049,住宅竊盜,1070918,14~16,台北市大安區德安里敦化南路1段301~330號
2050,住宅竊盜,1070919,10~12,台北市士林區福林里中山北路5段505巷42弄1~30號
2051,住宅竊盜,1070923,16~18,台北市士林區舊佳里中正路212巷7弄1~30號
2052,住宅竊盜,1070924,16~18,台北市松山區南京東路5段23巷1~30號
2053,住宅竊盜,1070928,20~22,台北市北投區智仁里2鄰杏林一路31之1~30號
2054,住宅竊盜,1070929,06~08,台北市中山區民生東路1段1~30號
2055,住宅竊盜,1071001,18~20,台北市松山區八德路3段12巷66弄1~30號
2056,住宅竊盜,1071002,02~04,台北市文山區華興里004鄰試院路61~90號
2057,住宅竊盜,1071002,04~06,台北市萬華區武昌街2段121~150號
2058,住宅竊盜,1071003,02~04,台北市南港區成福里東新街91~120號
2059,住宅竊盜,1071003,06~08,台北市信義區安康里虎林街212巷31~60號
2060,住宅竊盜,1071003,08~10,台北市大同區斯文里昌吉街33巷1~30號
2061,住宅竊盜,1071003,08~10,台北市萬華區西寧南路71巷1~30號
2062,住宅竊盜,1071003,14~16,台北市北投區榮光里西安路1段165巷1~30號
2063,住宅竊盜,1071004,10~12,台北市文山區萬興里009鄰指南路2段61~90號
2064,住宅竊盜,1071005,00~02,台北市大安區臥龍里基隆路3段22巷5弄1~30號
2065,住宅竊盜,1071005,00~02,台北市中山區農安街77巷1~30號
2066,住宅竊盜,1071005,10~12,台北市北投區福興里承德路7段342巷1~30號
2067,住宅竊盜,1071005,14~16,台北市北投區清江里26鄰崇仁路1段131巷2弄1~30號
2068,住宅竊盜,1071005,14~16,台北市北投區清江里26鄰崇仁路1段131巷2弄1~30號
2069,住宅竊盜,1071005,20~22,台北市萬華區和平西路3段30巷21弄1~30號
2070,住宅竊盜,1071005,20~22,台北市大同區承德路3段225巷1~30號
2071,住宅竊盜,1071006,10~12,台北市內湖區碧山路31~60號
2072,住宅竊盜,1071006,22~24,台北市文山區萬有里景隆街31~60號
2073,住宅竊盜,1071007,04~06,台北市信義區安康里虎林街212巷31~60號
2074,住宅竊盜,1071007,14~16,台北市文山區萬美里007鄰萬芳路61~90號
2075,住宅竊盜,1071008,06~08,台北市北投區洲美里洲美街139巷1~30號
2076,住宅竊盜,1071009,20~22,台北市中山區南京西路12巷10弄1~30號
2077,住宅竊盜,1071011,02~04,台北市萬華區環河南路2段91~120號
2078,住宅竊盜,1071012,00~02,台北市中山區興安街51之1~30號
2079,住宅竊盜,1071012,02~04,台北市士林區芝山里士東路266巷12弄1~30號
2080,住宅竊盜,1071013,10~12,台北市中山區林森北路481~510號
2081,住宅竊盜,1071014,20~22,台北市信義區敦厚里永吉路120巷1~30號
2082,住宅竊盜,1071015,04~06,台北市大同區甘州街1~30號
2083,住宅竊盜,1071016,04~06,台北市松山區八德路3段74巷14弄1~30號
2084,住宅竊盜,1071016,14~16,台北市大同區承德路3段51巷1~30號
2085,住宅竊盜,1071017,12~14,台北市大同區民權西路121~150號
2086,住宅竊盜,1071017,20~22,台北市中山區樂群二路181~210號
2087,住宅竊盜,1071018,02~04,台北市士林區社新里25鄰社子街121~150號
2088,住宅竊盜,1071019,16~18,台北市士林區福中里6鄰福港街210巷7弄1~30號
2089,住宅竊盜,1071019,18~20,台北市中山區龍江路65巷18之1~30號
2090,住宅竊盜,1071019,20~22,台北市中山區撫順街41巷1~30號
2091,住宅竊盜,1071021,12~14,台北市松山區饒河街91~120號
2092,住宅竊盜,1071021,20~22,台北市內湖區金湖路401巷31~60號
2093,住宅竊盜,1071022,06~08,台北市北投區立賢里尊賢街241巷1~30號
2094,住宅竊盜,1071023,14~16,台北市內湖區民權東路6段61~90號
2095,住宅竊盜,1071024,06~08,台北市大安區光武里市民大道4段61~90號
2096,住宅竊盜,1071024,20~22,台北市南港區南港里南港路1段165巷1~30號
2097,住宅竊盜,1071026,20~22,台北市內湖區新明路460巷19弄1~30號
2098,住宅竊盜,1071027,00~02,台北市大安區黎孝里和平東路3段308巷1弄1~30號
2099,住宅竊盜,1071027,12~14,台北市萬華區大理街31~60號
2100,住宅竊盜,1071027,14~16,台北市萬華區長順街14巷1~30號
2101,住宅竊盜,1071027,22~24,台北市士林區福順里17鄰重慶北路4段61~90號
2102,住宅竊盜,1071028,04~06,台北市士林區福華里15鄰通河街323巷31~60號
2103,住宅竊盜,1071029,20~22,台北市萬華區三水街71-2號
2104,住宅竊盜,1071101,04~06,台北市大同區長安西路91~120號
2105,住宅竊盜,1071101,06~08,台北市中山區林森北路241~270號
2106,住宅竊盜,1071101,18~20,台北市大同區大龍街79巷1~30號
2107,住宅竊盜,1071102,00~02,台北市信義區大仁里林口街80巷31~60號
2108,住宅竊盜,1071102,14~16,台北市士林區天母里7鄰中山北路7段141巷1~30號
2109,住宅竊盜,1071105,08~10,台北市萬華區和平西路3段211~240號
2110,住宅竊盜,1071105,14~16,台北市內湖區成功路4段31~60號
2111,住宅竊盜,1071105,14~16,台北市士林區永倫里永平街61巷1~30號
2112,住宅竊盜,1071106,04~06,台北縣中和市民享街1~30號
2113,住宅竊盜,1071106,10~12,台北市北投區一德里中央北路4段511~540號
2114,住宅竊盜,1071106,14~16,台北市士林區平等里平菁街95巷1~30號
2115,住宅竊盜,1071109,06~08,台北市中山區中山北路2段65巷1~30號
2116,住宅竊盜,1071109,18~20,台北市北投區關渡里知行路316巷22弄1~30號
2117,住宅竊盜,1071110,06~08,台北市北投區榮光里致遠一路2段61~90號
2118,住宅竊盜,1071110,22~24,台北市士林區後港里21鄰大南路391~420號
2119,住宅竊盜,1071111,04~06,台北市大同區延平北路2段121~150號
2120,住宅竊盜,1071111,08~10,台北市內湖區民權東路6段56巷5弄1~30號
2121,住宅竊盜,1071114,18~20,台北市內湖區成功路5段31~60號
2122,住宅竊盜,1071114,22~24,台北市南港區鴻福里玉成街235巷1~30號
2123,住宅竊盜,1071116,12~14,台北市大安區新龍里建國南路2段121~150號
2124,住宅竊盜,1071116,14~16,台北市中正區三愛里連雲街31~60號
2125,住宅竊盜,1071116,18~20,台北市南港區萬福里忠孝東路6段70巷5弄1~30號
2126,住宅竊盜,1071116,20~22,台北市士林區天母里中山北路7段190巷121~150號
2127,住宅竊盜,1071119,06~08,台北市大安區通化里光復南路601~630號
2128,住宅竊盜,1071120,12~14,台北市萬華區萬大路277巷44弄1~30號
2129,住宅竊盜,1071121,20~22,台北市萬華區康定路277巷1~30號
2130,住宅竊盜,1071123,22~24,台北市文山區明義里014鄰興隆路4段105巷1~30號
2131,住宅竊盜,1071124,18~20,台北市大同區歸綏街96巷1~30號
2132,住宅竊盜,1071124,20~22,台北市大安區光信里延吉街246巷1~30號
2133,住宅竊盜,1071125,06~08,台北市萬華區環河南路3段241~270號
2134,住宅竊盜,1071125,22~24,台北市中山區中山北路1段53巷1~30號
2135,住宅竊盜,1071126,08~10,台北市士林區岩山里仰德大道1段14巷1~30號
2136,住宅竊盜,1071126,22~24,台北市萬華區環河南路2段35巷1~30號
2137,住宅竊盜,1071128,10~12,台北市大安區和安里6鄰信義路3段147巷5弄1~30號
2138,住宅竊盜,1071128,20~22,台北市信義區中行里福德街310巷1~30號
2139,住宅竊盜,1071128,20~22,台北市大安區和安里信義路3段147巷17弄19-1號
2140,住宅竊盜,1071129,10~12,台北市南港區萬福里忠孝東路6段70巷22弄1~30號
2141,住宅竊盜,1071129,12~14,台北市松山區南京東路5段61~90號
2142,住宅竊盜,1071201,22~24,台北市大同區蘭州街124巷1~30號
2143,住宅竊盜,1071202,12~14,台北市松山區八德路2段410巷1~30號
2144,住宅竊盜,1071203,06~08,台北市大安區黎元里2鄰樂業街151~180號
2145,住宅竊盜,1071203,14~16,台北市士林區福林里中山北路5段241~270號
2146,住宅竊盜,1071203,14~16,台北市松山區民生東路4段80巷11弄1~30號
2147,住宅竊盜,1071203,14~16,台北市萬華區西園路1段125巷1~30號
2148,住宅竊盜,1071204,00~02,台北市北投區豐年里中央北路2段173巷1~30號
2149,住宅竊盜,1071204,18~20,台北市萬華區中華路2段364巷31~60號
2150,住宅竊盜,1071205,14~16,台北市內湖區成功路2段498巷1~30號
2151,住宅竊盜,1071205,20~22,台北市信義區松友里信義路6段76巷8弄31~60號
2152,住宅竊盜,1071207,12~14,台北市內湖區文德路66巷10弄1~30號
2153,住宅竊盜,1071208,00~02,台北市萬華區環河南路2段35巷1~30號
2154,住宅竊盜,1071208,00~02,台北市萬華區東園街14巷1~30號
2155,住宅竊盜,1071210,18~20,台北市士林區東山里5鄰東山路25巷88弄1~30號
2156,住宅竊盜,1071211,08~10,台北市萬華區西寧南路1~30號
2157,住宅竊盜,1071212,22~24,台北市士林區天山里9鄰中山北路7段14巷1~30號
2158,住宅竊盜,1071213,02~04,台北市士林區福安里延平北路7段177巷
2159,住宅竊盜,1071213,08~10,台北市信義區景勤里吳興街156巷65弄1~30號
2160,住宅竊盜,1071213,14~16,台北市中山區松江路25巷1之1~30號
2161,住宅竊盜,1071213,14~16,台北市中山區松江路25巷1之1~30號
2162,住宅竊盜,1071214,12~14,台北市士林區三玉里德行東路241~270號
2163,住宅竊盜,1071215,12~14,台北市文山區興豐里5鄰興隆路1段241~270號
2164,住宅竊盜,1071215,20~22,台北市內湖區文德路66巷91~120號
2165,住宅竊盜,1071216,16~18,台北市中正區頂東里晉江街124巷8弄1~30號
2166,住宅竊盜,1071216,16~18,台北市士林區社子里15鄰社中街33巷1~30號
2167,住宅竊盜,1071216,18~20,台北市士林區名山里3鄰雨聲街8巷1~30號
2168,住宅竊盜,1071217,20~22,台北市內湖區陽光街68巷146弄1~30號
2169,住宅竊盜,1071222,20~22,台北市北投區大同里大業路421~450號
2170,住宅竊盜,1071223,18~20,台北市北投區建民里文林北路80巷59弄1~30號
2171,住宅竊盜,1071226,02~04,台北市中山區錦州街91~120號
2172,住宅竊盜,1071226,18~20,台北市北投區清江里三合街2段421~450號
2173,住宅竊盜,1071227,02~04,台北市中正區幸市里濟南路2段62巷2-2號
2174,住宅竊盜,1071227,22~24,台北市士林區義信里小西街1~30號
2175,住宅竊盜,1071229,16~18,台北市北投區桃源里中央北路3段241~270號
2176,住宅竊盜,1071229,16~18,台北市大安區和安里建國南路1段291巷1~30號
2177,住宅竊盜,1071230,02~04,台北市北投區長安里大同街168巷1~30號
2178,住宅竊盜,1071230,12~14,台北市南港區中研里研究院路2段34巷1~30號
2179,住宅竊盜,1071230,14~16,台北市內湖區內湖路一段323巷15弄1~30號
2180,住宅竊盜,1071230,20~22,台北市南港區西新里南港路3段106巷4弄1~30號
2181,住宅竊盜,1080101,16~18,台北市北投區中央里北投路1段87巷1~30號
2182,住宅竊盜,1080101,16~18,台北市南港區玉成里八德路4段768巷1弄1~30號
2183,住宅竊盜,1080101,22~24,台北市內湖區內湖路1段737巷8弄1~30號
2184,住宅竊盜,1080102,10~12,台北市內湖區民權東路六段90巷5弄三號
2185,住宅竊盜,1080102,12~14,台北市大同區太原路121~150號
2186,住宅竊盜,1080102,14~16,台北市內湖區行善路25巷1~30號
2187,住宅竊盜,1080104,00~02,台北市中山區新生北路2段62巷1~30號
2188,住宅竊盜,1080104,04~06,台北市大同區萬全街40巷1~30號
2189,住宅竊盜,1080104,12~14,台北市士林區德行里3鄰中山北路5段829巷1~30號
