ID,date_time,title,,,
et_4084,2018-11-16,頭號柯友出爐！柯文哲選前黃金周相挺徐欣瑩、黃郁芬,3,1,1
ltn_2263,2018-10-14,致延續舊政治文化者 林智堅臉書反擊：別攻擊我家人！,3,3,2
ltn_3789,2018-10-29,陳其邁熱情舞動 婆婆媽媽瘋狂,3,4,5
ltn_7629,2018-11-22,姚文智嗆高嘉瑜、館長拱柯P助選   人渣文本分析後續效果,4,5,4
ltn_4069,2018-10-31,「高雄選戰是價值選擇」洪耀福：主帥對決是關鍵,2,3,2
ct_5110,2018-11-13,高雄》韓國瑜閉關備辯論 陳陣營：關門背稿能對市民交代？,3,1,3
ltn_1811,2018-10-10,接見南非前總統 蔡英文：轉型正義是兩國共同價值,2,1,1
ltn_6885,2018-11-18,PTT鄉民發問：柯文哲好像沒什麼政績...,4,4,5
ct_6899,2018-11-24,投到天黑！北市12個行政區 僅5區全數投完,4,3,5
et_2380,2018-10-29,影／「為民進黨做不好道歉」　LINE截圖曝光還原邱議瑩說什麼,5,5,5
et_5373,2018-11-24,快訊／雲林縣已開出20萬票　張麗善領先李進勇2.8萬票,2,1,1
ltn_8092,2018-11-24,賴清德回台南投票 排隊加投票20分鐘完成,3,1,3
ct_284,2018-09-27,台北》 姚文智若選上 謝寒冰諷：20年後台北可追上高屏,4,2,3
ltn_4842,2018-11-06,文宣引戰 竹南鎮長候選人方進興怒告康世儒,3,1,1
et_5415,2018-11-24,楊秋興排90分鐘投完票　批大選綁公投「是一種詭計」,4,2,4
ct_1776,2018-10-13,花蓮》苦等7年等不到自己的地 劉曉玫誓言協助加速發放保留地,3,1,4
ltn_4085,2018-10-31,力挺洪國浩 蔡英文：中央全力支持振興南投觀光,3,1,1
ct_4153,2018-11-06,高雄》1108旗山夜襲戰 網友列出韓國瑜陣營5個弱點,4,5,5
ltn_241,2018-09-26,陳致中遭爆赴招待所 國民黨酸：「北嫖」應向北漂青年道歉,4,3,5
ct_3871,2018-11-03,高雄》80歲阿嬤聲嘶力竭痛罵民進黨 網友擔心：別氣到中風!,4,3,5
ltn_6868,2018-11-18,吳敦義道歉 前行政院長游錫堃這樣說⋯,5,5,5
ct_546,2018-09-30,金門》洪志恒成立總部美食飄香  「縣長貢糖」吃甜甜,3,1,1
et_179,2018-09-21,雲端最前線／辦居住證限縮公民權 律師嗆違憲,3,4,2
et_2871,2018-11-05,【倒數19】直球對決！丁守中選前最後7天要用大巨蛋打柯文哲,3,1,2
ct_563,2018-09-30,嘉義》蔡英文為涂醒哲站台 指涂選情讓她開心,3,1,2
ltn_633,2018-09-30,花東彩虹嘉年華遊行 蕭美琴聲援「大家都不孤單」,3,1,1
ct_6501,2018-11-22,蔡正元嗆蔡英文、賴清德 完全執政為何不敢宣布台獨,3,3,4
ltn_7915,2018-11-23,許明財城隍爺前落髮剃光頭 展現重返執政決心,2,1,1
et_4015,2018-11-15,韓國瑜岡山晚會湧10萬人　馬英九：民怨沸騰,3,1,3
ct_2585,2018-10-21,扯巴拉圭台商後腿？國合會：施君謀散播不實資訊,4,2,2
ltn_2964,2018-10-20,涂醒哲婦女後援會成立 涂餐敘幫同桌剝蝦獲封暖男,4,2,4
ltn_6366,2018-11-15,遭韓粉霸凌事件後首登台 詹雅雯淚崩：我沒有做錯事,3,3,5
ltn_2934,2018-10-20,彭博專訪 柯︰美中對抗 台灣是架上商品,2,1,3
et_1877,2018-10-23,影／藍委不滿促轉會杯葛院會　楊翠火速請假解僵局,2,1,3
ct_3749,2018-11-02,台中》市長夫人錯將杜拜當花博 林佳龍：開幕後找時間帶老婆好好逛,3,2,4
et_4867,2018-11-22,影／柯文哲東湖掃街　長者喊完「落選」竟與柯合照,4,4,5
ltn_2504,2018-10-17,與台大交流 美軍科研船現身高雄,2,1,1
ltn_5677,2018-11-12,結束神隱！鄺麗貞回台東拚選戰 宣布「不可能競而不選」,4,2,2
ltn_8355,2018-11-24,台東縣長勝選 饒慶鈴：一定會努力不負鄉親所託,2,1,1
ct_487,2018-09-30,北農考察變遊歐惹議 Lin bay 好油：吳音寧天生神力,4,3,5
ct_816,2018-10-03,新北》跟風政見？侯友宜批蘇貞昌：不反深澳怎推海岸觀光,4,3,3
et_4891,2018-11-23,丁守中選前之夜／高效率！10點一到直接「消音」場地30分鐘神速還原,4,2,5
et_3775,2018-11-13,中央輔選奏效？　洪國浩總部發言人：南投來到黃金交叉期,3,3,1
ltn_7012,2018-11-19,斗六市長、雲林縣議員候選人第二代「撞臉」 拜票常被認錯,3,4,3
ct_2291,2018-10-18,《中時晚間快報》創６年新高!近６成民眾自認中國人,3,5,5
ltn_6781,2018-11-18,吳敦義失言侯友宜切割    蘇貞昌：選舉算計,3,1,2
ct_4182,2018-11-06,「韓流」吹冷綠選情 藍組「水龍頭陣線」注活水,4,4,4
et_4300,2018-11-18,穿「我是挺其邁的」黑T　陳其邁兒陪母拜票：爸爸是英雄！,4,3,5
et_1520,2018-10-19,快訊／2018雲林縣長候選人號次出爐,1,2,1
ct_5797,2018-11-17,吳敦義「豬母」說  丁守中陣營也指嚴重失言要求道歉,4,2,5
et_3968,2018-11-15,Loser都靠向韓國瑜？她酸呂秀蓮「哀怨如棄婦」：沒資格說別人,4,5,5
ltn_542,2018-09-29,時代力量辦募款餐會 林昶佐：宜蘭要作改變的火車頭,3,1,3
ltn_1144,2018-10-04,建中師生受中國落地接待  陸委會：社會觀感不佳,3,1,2
ct_6685,2018-11-23,丁守中競選歌曲「台北未來在手中」成功吸引目光 歌曲只要兩萬元「便宜、又有效」,4,3,5
ct_1138,2018-10-06,嘉義》派報影射操守 嘉義市長涂醒哲提告違反選罷法,2,1,1
et_3116,2018-11-07,九合一關鍵台商票源　陳明通：按照往年推算大概10萬左右,2,1,1
ltn_4123,2018-10-31,刪預算致后里焚化廠回饋金縮水？ 台中市環保局澄清,3,3,2
ct_5214,2018-11-13,高雄逾百企業主出面挺韓國瑜,2,3,1
et_1902,2018-10-23,影／嘆沒人幫？柯文哲：為什麼都是我去幫別人站台？,4,3,5
et_5363,2018-11-24,直擊／太誇張！都已經有縣長宣布當選了　士林竟還有人沒投到票,4,4,5
et_3643,2018-11-12,《聯合》最新民調！韓國瑜49％超前陳其邁32％　台北台中膠著,2,1,1
ct_2616,2018-10-21,普悠瑪事故釀傷亡 韓國瑜：震驚與難過無法形容,2,1,2
et_5391,2018-11-24,突破10萬大關！盧秀燕得票數比林佳龍多了1萬！,3,3,4
ct_882,2018-10-04,高雄》韓國瑜化身成DJ 唱Rap報氣象,2,1,2
ltn_854,2018-10-02,喜樂島盼市府協調10/20路權 北市府：依法行政,1,1,1
ltn_8319,2018-11-24,民進黨雲林執政13年變天 李進勇自行在臉書宣布敗選,1,1,1
et_3760,2018-11-13,民調／54％不贊同蔡英文　游盈隆：領導威信將繼續被腐蝕,3,1,3
et_3803,2018-11-14,快訊／決戰岡山10萬人擠爆！韓國瑜「夜襲進場」200公尺走15分鐘,3,2,4
ltn_2624,2018-10-18,冷眼集》注意仇台情緒,4,3,5
ct_6482,2018-11-22,看過來！2018六都市長「選前之夜」大拚場,4,4,5
et_588,2018-09-29,柯P被爆餐敘上談花名冊　陳佩琪記不清楚：我們吃得很愉快,3,4,5
ct_3672,2018-11-01,新竹》地價稅惹議 徐欣瑩競選網站新增連署網頁,2,1,1
ct_4792,2018-11-10,高雄》力挺韓國瑜 鄭進一、劉家昌同台發表競選歌曲,2,1,3
et_1973,2018-10-24,柯文哲狂勝？組頭懶得分析得票數　乾脆開出「丁姚相加」,4,3,5
ltn_124,2018-09-25,治水變口水？  賴清德：過去的讓他過去,4,3,5
ct_6017,2018-11-19,蔡易餘：關鍵字「其邁」出現 韓粉AI就會出現灌爆,2,3,4
ltn_1111,2018-10-04,屏東縣7選將參選資格不符 登記無效 ,1,3,1
ltn_8047,2018-11-24,胞姊高婉倩相挺 高思博：南高連線發大財,3,1,1
ltn_479,2018-09-28,擔心民眾陳情找不到人！ 這個議員不出國 經費全繳國庫,4,5,5
et_697,2018-10-01,韓國瑜遭鄉民爆料是黑道　發文帳號被打臉是買來的,4,4,5
et_930,2018-10-04,葛特曼不干民進黨的事？吳祥輝：哇操！果然不是執政黨,4,4,5
ltn_598,2018-09-30,姚文智：統派媒體動員逾30個記者天天罵我,3,3,4
et_5096,2018-11-23,選前之夜／國民黨歷任主席趕場　火力集中「台中以北」,2,1,1
ltn_3489,2018-10-26,藍營推出募款小物文宣品「民進黨幹話撲克牌」,2,4,2
ct_4496,2018-11-08,台中》空氣品質差盧秀燕批空汙 林佳龍回嗆：別趁火打劫,2,2,4
ltn_2017,2018-10-12,反擊韓國瑜 洪耀福：吳敦義當高雄市長時愛河是臭的...,4,4,5
et_3623,2018-11-12,影／柯文哲「4年克服這麼多困難」　臉書秀全文透露：幕僚看完都哭了,4,5,5
et_1186,2018-10-08,朱立倫：政治壓力逼走一個詹順貴　未來還有100個！,4,4,4
ltn_3039,2018-10-20,馬英九為黃敏惠輔選 對嘉義市選情「從不氣餒」,3,1,2
ct_674,2018-10-02,高雄》陳其邁臉書廣告影片 包正豪起底罵翻,5,4,4
ltn_118,2018-09-25,真的不是費玉清？ 柯P結婚宴客照曝光引熱議,4,5,5
et_1470,2018-10-19,影／林姿妙兒女礦業公司爆違法　陳歐珀：林要跟縣民說清楚講明白,2,3,3
ltn_4331,2018-11-02,藍委拜會法務部 要求切勿「辦藍不辦綠」,2,3,3
ct_2219,2018-10-18,花蓮》 徐榛蔚創全台風氣之先  計畫實施新生兒全面免費篩檢,2,1,3
ct_6940,2018-11-24,台南》贏的不夠好 黃偉哲勝選面無喜色,3,1,3
et_5128,2018-11-24,不斷更新／謝和弦出場熱唱！柯文哲得票破50萬　暫領先丁守中6千票,4,2,2
et_3111,2018-11-07,時隔一週彭勝竹請假　國安局大改口「不會監控臉書謝謝」,2,2,4
ct_1004,2018-10-05,台北》府院黨都「挺柯」柯P卻說「我累了」,4,4,5
ltn_1738,2018-10-10,3000個嗡嗡包被搶翻 凌晨兩點半就額滿,3,1,3
et_2746,2018-11-03,「韓流」襲擊彰化溪州　韓國瑜直搗「吳音寧老巢」助選,4,2,3
et_3915,2018-11-14,藍智庫南下備戰辯論　韓國瑜要用「文攻」KO陳其邁,4,4,4
et_2372,2018-10-29,打臉騙票說　蘇貞昌6年如一！最早支持同婚合法化黨主席,4,3,5
ltn_6606,2018-11-17,魏明谷打聖山牌拚連任 這鏡頭讓人怦然…,5,5,5
et_1715,2018-10-22,公務人員請假規則修改「以時計算｣　考試院最快下周四通過,1,2,1
et_2676,2018-11-02,快訊／韓國瑜進場！支持者激動暈倒　粉絲秒「摩西分海」讓路助送醫,3,4,5
et_3579,2018-11-12,影／別再酸丁守中了　他8字政見主軸勇奪正港「佛系侯選人」,4,5,5
ltn_606,2018-09-30,公投連署書疑造假 國民黨：中選會應提鑑定報告,1,2,2
ct_3637,2018-11-01,台中》中市議員選戰火藥味濃 吳顯森、張立傑又互槓,3,3,3
ct_5408,2018-11-15,高雄》韓國瑜岡山場旗海飄揚！葉毓蘭：這一幕深深讓我感動,4,4,5
ct_4872,2018-11-11,台北》台北市長政見發表 錕P要把大巨蛋變溫室植物園,2,2,2
et_5238,2018-11-24,影／高雄價值愛與包容！韓國瑜感動　感謝：高雄市民、感謝菩薩,2,3,2
et_1469,2018-10-19,解決草屯「1億8000萬負債」　洪國浩勤跑基層！林明溱坦言：會有壓力,2,3,2
ltn_4355,2018-11-02,批侯友宜閃學生提問 時力候選人：大是大非只敢避重就輕,2,3,3
et_5304,2018-11-24,「政治素人」楊文科當選新竹縣長　感謝馬英九七次站台,2,2,2
ct_479,2018-09-29,高雄》陳菊把菜擔交給陳其邁 象徵傳承高雄精神,2,2,2
ct_4731,2018-11-10,台北》趙少康：還相信柯P的藍軍 叫「傻藍」！,3,4,5
ct_5688,2018-11-17,決戰時刻！ 港媒指這六縣市恐出現棄保,4,4,5
et_4890,2018-11-23,選前之夜／讚姚文智敢夢　謝長廷：反對造假、霸凌！,2,4,3
ltn_8213,2018-11-24,縮短民眾等候時間 南市增加近600圈票處,1,2,1
ltn_4709,2018-11-05,韓國瑜政見是「豪洨」？ 高市選將一一破解卻遭威脅,4,4,4
ltn_1079,2018-10-04,中國統戰滲透建中？  校方：不侷限特定國家,3,4,2
ct_653,2018-10-02,《屏東》恆春鎮長參選人張榮志超積極 拍CF又發表4大政見,4,4,5
ct_4276,2018-11-07,影》聯手拚正義覺醒　侯虧韓賣高麗菜打敗小英和花媽,2,4,2
et_4369,2018-11-19,辯論上半場拳擊賽！網自首「陳其邁好帥」　詰問虐殺韓國瑜：完全自爆,5,4,5
et_1695,2018-10-17,回應獨派！民進黨高雄辦遊行搶救選情　陳水扁要求先道歉,3,4,2
ct_5947,2018-11-19,《全台最速報》政見成攻防主軸 韓國瑜今晚單挑陳其邁,2,3,2
et_1001,2018-10-05,賴清德相信柯文哲　姚文智先批Liar之後這樣說...,5,5,5
ltn_2242,2018-10-14,盧秀燕競總成立 宣示與執政黨「直球對決」,2,3,3
ct_5152,2018-11-13,新竹》謝文進17日辦造勢晚會 要吼出新竹人憤怒,2,3,2
ct_4403,2018-11-08,彰化》選情超緊繃！最新民調 王惠美、魏明谷拉鋸中,3,4,2
ltn_2744,2018-10-18,「會做事連線」造勢獨漏姚文智？ 蘇貞昌澄清：都邀首長,2,4,2
ct_5215,2018-11-13,台北》北市選情緊繃  陳佩琪：沒有人須為選輸而永遠退出政壇,2,3,2
et_3363,2018-11-10,韓國瑜提「公佈百萬採購案」　高市府狠打臉：基本常識,3,3,3
et_4932,2018-11-23,兵臨高雄城／韓國瑜上台！15萬人吶喊「翻轉高雄」超震撼　連地板都在震動,4,4,4
et_3188,2018-11-08,「把民進黨執政的文化肥肉全吃光  」丁守中連6問反擊小野：紙風車該收斂了,4,3,2
ct_1861,2018-10-14,台北市》姚文智：不敢批評柯文哲 台灣可能會成為菲律賓,4,4,2
ct_87,2018-09-25,總統：去年台英雙邊貿易總額超過57億美元,1,1,1
ct_1078,2018-10-05,台中》面對藍營栽贓造謠 林佳龍將提告以端正選風,3,3,2
ct_834,2018-10-03,宜蘭農舍浮濫 監委要求檢討,2,2,1
ct_3950,2018-11-04,嘉義》到眷村掃街 朱立倫喊：放下恩怨 團結支持黃敏惠,2,2,1
et_2013,2018-10-24,大選倒數31天　羅智強：民進黨不出奧步就不會選,2,3,2
ltn_4591,2018-11-04,對手缺席醫師公會大會 陳其邁：韓國瑜應出席多了解醫界,2,3,2
ct_256,2018-09-27,新北》蘇貞昌直播嗆政見畫大的 侯友宜：他開心就好,2,4,4
et_3650,2018-11-13,挺陳其邁傷柯選情？　謝龍介：小野應該會「被辭職」,3,4,4
et_1485,2018-10-19,苗栗縣議員候選人號次出爐　8選區共38席次71人競爭,1,1,2
ct_1804,2018-10-13,北市》壽星在身邊！丁守中忙跑行程糗忘太太生日 急買蛋糕獻吻,3,4,5
ct_2756,2018-10-23,台中市和平區公所舉行各候選人反賄選宣誓大會,1,1,1
ct_132,2018-09-25,南鐵東移土徵案 內政部指陳致曉發言誤導視聽,2,1,1
ct_2462,2018-10-19,台東》民進黨原民票大突破  結盟藍營背景原民委員成關鍵,2,4,2
et_4473,2018-11-19,影／10大正妹議員候選人曝光！高嘉瑜第2名輸給她…哭哭：有什麼誤會？,5,5,5
ct_509,2018-09-30,新北市長候選人侯友宜、議員候選人陳偉杰首發成立聯合競選總部 象徵一路領先 衝出藍營過半席次氣勢！,2,4,2
ct_181,2018-09-26,姚文智提出「台北Midtown」重現中山區繁華,2,3,2
et_2828,2018-11-04,北市辯論／拍照誤比成4號柯文哲　姚文智：心裡想著要嗆聲,2,4,5
et_1390,2018-10-10,國慶／狙擊手帥氣就位　禮賓人員趕擦雨水成最美風景,2,3,2
et_2539,2018-10-31,軍人遇車禍只能賠錢換考績？　國防部提解方護權益,3,4,2
ct_962,2018-10-04,台南》蘇煥智發表高齡化照顧政策 打賴清德批中央砲火猛烈,2,4,3
ltn_2968,2018-10-20,跟余天合唱這首歌心酸酸…蘇貞昌誓言「一定比當年更好」,4,3,5
ltn_2091,2018-10-13,煎蔥油餅阿嬤這麼一握 蘇貞昌：很感動...,3,3,5
ct_886,2018-10-04,高雄》幫農民增加收入 陳其邁：我當市長世界都是高雄市場,2,3,1
ltn_1017,2018-10-03,國家海洋研究院4單位設台中港 最快後年動工,2,1,1
ct_3920,2018-11-04,新竹》林智堅西區鐵三角後援會今成立  支持者擠爆現場,2,3,1
ltn_6693,2018-11-17,為林佳龍背書 詹順貴：中市空污防治全國最好,2,3,1
et_24,2018-09-24,影／里長出面還原！陳情被蘇貞昌「拍肚」　陳志強：我嚇到了,3,4,4
et_135,2018-09-22,女婿赴泰被追殺　管碧玲揚言對假新聞準備提告,4,2,2
ct_6050,2018-11-19,韓國瑜宣示 若貪汙放棄假釋關到死,2,2,3
et_2984,2018-11-06,選舉綁樁、組織動員　柯文哲：選到我自己有點怕怕的,2,4,3
ct_726,2018-10-02,國民黨公投1萬多死人連署 中選會主委陳英鈐哽咽喊痛心,4,4,4
et_3073,2018-11-07,快訊 ／侯友宜鬆口喊辯論：邀請蘇貞昌12日公辦政見發表改辯論,2,2,3
ltn_2574,2018-10-17,基隆現任里長邀里民出遊  基檢認定買票10萬交保,2,1,2
ltn_810,2018-10-02,中市府更換近10萬盞LED路燈 年省1億多元電費,1,1,2
et_4844,2018-11-22,支持婚姻平權何止佛門女俠釋昭慧　性廣法師呼籲「成就善願」,2,2,2
et_3319,2018-11-09,民調剩7%姚文智估「失真嚴重」　召喚時代力量支持,3,3,3
ct_4126,2018-11-06,民進黨會垮？黃創夏列選後三大關注重點,4,4,5
et_4808,2018-11-22,柯文哲公布第二波競選帳目　募款總額4180萬、已花3554萬,1,2,3
et_4928,2018-11-23,防禦台中／洪姊姊挺孕肚上台力挺林佳龍　只因他「這一個人」,5,4,5
ct_5877,2018-11-18,嘉義》掃街見男倒臥流血 候選人吳芳銘急下車救援,3,2,4
et_4121,2018-11-16,影／丁守中喊恢復敬老金　柯文哲批：操弄世代戰爭換取選票,3,3,5
ct_1044,2018-10-05,平復不法判決 蔡英文：促轉會第一張成績單,2,2,1
ct_2912,2018-10-25,陳偉杰率先成立青年後援會  主打「青年挺青年」爭取青年族群選票,2,3,1
et_1949,2018-10-24,823水災重創嘉義　監委巡視關切畜牧管理排水系統,2,1,1
et_2126,2018-10-26,獨派埋伏抗議嗆獨裁遭警方架離　柯文哲淡定搞笑玩菜刀,3,4,3
et_3884,2018-11-14,前閣揆也推「蜂蜜檸檬」療效　他大讚：台灣民主多了祥和歡樂,3,4,4
et_1822,2018-10-21,韓國瑜被揭黑歷史　他分析：陳其邁的選情越來越低迷,4,4,5
et_1100,2018-10-06,影／鬧空城！黃煌雄至少兩度請辭　賴清德忍痛准辭、啟動徵詢,3,4,4
et_2581,2018-11-01,國安局監控臉書 丁守中：踐踏言論自由比戒嚴時代更恐怖,3,3,2
et_5135,2018-11-24,快訊／雲林縣議員43席「藍綠競爭慘敗」　國民黨只拿7席,2,3,3
ct_5956,2018-11-19,雲林》候選人羅仕真、李建昇女兒相似度9成 拜票被認錯,4,3,3
et_3164,2018-11-08,影／入場就走15分鐘！韓國瑜「軍歌夜襲」鑽向敵人心臟　網淚：高雄醒了,4,4,5
ltn_1150,2018-10-04,全國商總大會只邀他 丁守中這麼說…,4,5,5
ct_3176,2018-10-28,高雄》若當選每月將選一天住市民家 韓國瑜：絕不離開基層！,3,2,2
ct_1502,2018-10-10,環團打臉總統府掠人之美  觀新藻礁是吳志揚時期劃的,3,2,3
ltn_3346,2018-10-24,首場南市長辯論將登場 高思博：換掉T-Bike改用Ubike,2,2,1
ltn_5217,2018-11-09,國民黨竹東鎮長候選人涉賄  檢傳喚350名里鄰長,2,2,2
ct_1981,2018-10-16,高雄》高嘉瑜：韓國瑜重新再起 要歸功於王世堅！,3,3,2
ltn_383,2018-09-28,新聞分析》國造武器 有賴軍方支持,1,2,1
ct_1003,2018-10-05,雲林》雲林縣新設畜牧場加嚴審核  業者不服訴願農委會遭駁回,2,3,1
et_4235,2018-11-17,雞排妹晉升天才小釣手！發文「希望有乾淨選舉」引出好多假帳號,3,4,3
ltn_1046,2018-10-04,謠言終結站》入聯公投連署不合格率54％？ 中選會︰不到二成,2,4,2
ltn_623,2018-09-30,韓國瑜豐年祭談母語政策    許乃文：打自己臉嗎？,3,4,3
et_357,2018-09-25,雲端最前線／林飛帆批兩岸一家親 柯文哲：別一邊取消徵兵制一邊喊台獨,2,3,2
ct_4270,2018-11-07,台北》小野挺陳其邁 梁文傑：柯藍支持度少抓綠補,3,3,1
ltn_3779,2018-10-28,林佳龍直搗藍營票倉 轟盧秀燕「狀況外」,3,4,4
ltn_2610,2018-10-17,用文創打選戰 議員用貨櫃屋設行動總部,3,2,1
et_5388,2018-11-24,【投票大排長龍】王尚智／中選會慢半拍，證明「民進黨執政無能」,4,3,2
ltn_3356,2018-10-24,普悠瑪事故暫停競選活動 民進黨25日起恢復,2,1,1
et_180,2018-09-21,喊話侯友宜「出來面對」　蘇貞昌嗆：不是憨慢講話，是硬拗,2,4,3
et_583,2018-09-28,國民黨團再佔主席台！肉身擋車失效　賴清德正門進議場,2,4,3
ltn_6485,2018-11-16,挪用救命錢造神？ 劉曉玫陣營「三問徐榛蔚」,4,4,3
ct_588,2018-10-01,吳音寧回鄉輔選表哥稱被媒體抹黑 被鄉民打臉,4,4,3
ltn_1635,2018-10-09,地空聯合作戰演練 總統蔡英文親自校閱,1,2,1
ltn_576,2018-09-30,聯大總辯論第四天 三友邦聲援台灣,3,1,1
et_3732,2018-11-13,影／李婉鈺沒破口大罵！是「路過」戴瑋姍總部「鼓勵」年輕人不要學壞,4,5,4
et_2108,2018-10-26,以為五月天演唱會！韓國瑜鳳山造勢「5萬民眾」漫出來了,2,4,4
et_16,2018-09-24,徐耀昌頭份競選總部成立    吳伯雄、朱立倫和郝龍斌力挺,2,2,1
ltn_2967,2018-10-20,饒慶鈴搶攻南迴：選縣長不是用輪的 票要投給對的人,2,3,1
ct_384,2018-09-28,國民黨開除楊麗環黨籍 楊：這麼大的黨打我做什麼？,2,4,3
ct_4070,2018-11-05,高雄》陳其邁醫師節大會喊「凍蒜」 男嗆：想得美,3,4,3
ct_2081,2018-10-17,新北》忠翠里長參選人張慎芝 承諾當選事務費全捐,2,3,1
ct_4689,2018-11-09,高雄》25年師生情！政治大咖跳出來挺陳其邁,3,4,4
et_1010,2018-10-05,影／觀塘換深澳電廠？陳學聖批犧牲桃園　賴清德：社會共識,2,4,3
ltn_8304,2018-11-24,鄭文燦總部湧現人潮 發送DIY「祈福達摩」,2,2,2
ltn_6028,2018-11-14,侯友宜家族公司補稅 蘇貞昌：選民要檢驗他的理財態度跟做法,2,3,1
et_2319,2018-10-29,影／韓國瑜攜馬英九進場「別忘高雄變怎樣」　謝龍介造勢大暴動！,3,4,4
ct_2650,2018-10-22,台中》哀悼普悠瑪翻覆意外 黃淑芬停止總部成立活動,2,2,2
et_2955,2018-11-06,快訊／大選前補立委　中選會：陳靜敏、林奕華遞補不分區　,1,3,1
ct_6654,2018-11-23,基隆》發氣球拚選戰 藍綠無黨議員大車拚,2,3,1
ltn_5424,2018-11-10,饒慶鈴成立鹿野競選服務處  再打農產外銷牌,2,2,1
et_4384,2018-11-19,高雄一夕山河變色　陳菊：這不是正常的社會,2,3,3
ct_860,2018-10-03,賴揆期許整合5G供應鏈  加速邁向智慧國家,1,2,1
et_10,2018-09-24,姚文智「打槍馬、郝一輩子」　徐巧芯嗆：難怪民調破不了10％,3,4,5
ltn_5503,2018-11-11,暗黑網軍操作政見會前預告  陳其邁深夜譴責戴耳機假資訊,4,4,2
ct_5373,2018-11-14,岡山造勢小插曲：一婦女情緒激動擠入管制區 快昏倒被送醫,2,4,3
ltn_8016,2018-11-23,楊文科選前之夜 3位「黨主席」竹東接棒催票,2,2,2
ct_4062,2018-11-05,高雄》小野力挺其邁？ 謝寒冰怒揭柯p騙票技倆,3,4,3
ltn_2020,2018-10-12,「以核養綠」公投未達標 黃士修不補件：要讓民進黨在台沒生存空間,3,2,1
et_2295,2018-10-28,影／「韓流」列車將開向彰化！謝典霖預告韓國瑜下週站台,2,4,3
ct_4899,2018-11-11,台南市》公園騎單車 蔡筱薇推東區藝文、休閒再升級,2,2,1
ltn_2976,2018-10-20,陳佩琪談器捐風波 請衛服部清查,2,3,1
ct_6051,2018-11-19,韓拋出防治毒品 陳指代市長時曾大力掃蕩,2,3,1
ct_1845,2018-10-14,短評》賴清德髮夾彎一巴掌在詹順貴臉上 又辣又燙,4,4,4
ltn_613,2018-09-30,大打黨內團結牌 侯友宜與議員聯合競選總部成立,2,3,1
et_2707,2018-11-02,選前辭不辭立委？　黃偉哲：區域立委沒有提早辭的問題,2,4,3
ltn_486,2018-09-28,選恆春鎮長跑車城做公益？阿龍師教孩子作壽司慰勞教師,2,4,2
et_4405,2018-11-19,影／王金平從高雄殺來台北陪掃街！丁守中：感激、感恩、感謝,2,4,2
et_1456,2018-10-20,台積電運動會今登場　員工分紅可望再創新高,2,2,1
ltn_3048,2018-10-21,星期專論》關於中國的可怕問題,5,5,4
ltn_3663,2018-10-27,全面停駛、檢修普悠瑪？ 政院：下週會有方案,4,4,2
et_1480,2018-10-19,影／換民進黨執政水果難銷陸？　賴清德批選舉語言非事實,4,4,4
ltn_2628,2018-10-18,拚戰東台灣 民進黨推動台東「南島文化首都」,3,2,1
et_682,2018-09-30,7.7萬份「反空汙公投」被質疑偽造　國民黨：中選會只憑自己喜好,3,3,3
et_1524,2018-10-19,抽籤前霸氣喊話　小野模仿柯文哲：感謝台北市民讓我一路領先,4,4,3
ct_6658,2018-11-23,桃園》馬英九輔選到燒聲 讚韓流有趣,3,3,2
ct_3323,2018-10-29,南投》廖梓佑競選4連任感恩茶會 千餘人擠爆會場,3,4,2
ct_2113,2018-10-17,法院裁准「以核養綠」補件 中選會：將依法抗告,3,2,1
ltn_3019,2018-10-20,頭屋競服處成立 徐定禎：營養午餐免費、鑽石婚禮年年發,3,2,1
ltn_3997,2018-10-31,中國施壓 台澳FTA/ECA協商擱置,1,3,1
ct_2897,2018-10-25,日相安倍訪中國大陸 我方樂見兩國關係改善,1,2,1
et_256,2018-09-20,小野辭2公職專心輔選　柯P酸：那陳菊也辭總統府秘書長,3,3,2
et_1725,2018-10-22,普悠瑪出事扯上馬英九　羅智強批名嘴：人性兩字會寫嗎？,3,4,3
ltn_1725,2018-10-10,李登輝6月訪日後檢查出「 急性貧血」 調養後已恢復健康,1,2,1
ltn_534,2018-09-29,被酸支票別開太多 丁守中反轟柯P：不重視基層,2,4,4
et_4233,2018-11-17,爭取新住民認同！　雲林候選人印製「越南、印尼文」宣傳單,1,2,2
et_3550,2018-11-12,網酸邱議瑩「大家賣離開」　還原現場6點20分「很多人嘸離開」,3,4,4
ct_1329,2018-10-09,高雄》超狂！中立選民：我快被韓國瑜圈粉了 誰來打醒我,4,4,5
ct_5918,2018-11-19,批台北數年未變  丁守中：市民還能忍受嗎？,3,5,3
ltn_7913,2018-11-23,賴清德的13張票都準備好了！ 台南市選委會上緊發條,2,4,2
ltn_4823,2018-11-06,張麗善辭立委效應 楊麗環要陳學聖跟進,1,2,1
et_3119,2018-11-07,雲端最前線／柯粉PK韓粉　韓國瑜成「全台第一網紅」最大威脅？,4,4,5
et_3756,2018-11-13,影／嘆團隊「史上最弱」　柯文哲：候選人要扛超過50%勝敗責任,2,4,4
et_3812,2018-11-14,岡山大會師／數萬韓粉會聚攤販樂賺爆　現烤香腸肉粽賣光光,3,4,3
et_4468,2018-11-19,影／韓國瑜239字感性文謝謝鳳山10萬選民　4萬韓粉狂讚「讓我想起愛國的感動」,4,4,3
