statistic_yyy,district_code,site_id,village,single_age_15down_m,single_age_15_19_m,single_age_20_24_m,single_age_25_29_m,single_age_30_34_m,single_age_35_39_m,single_age_40_44_m,single_age_45_49_m,single_age_50_54_m,single_age_55_59_m,single_age_60_64_m,single_age_65_69_m,single_age_70_74_m,single_age_75_79_m,single_age_80_84_m,single_age_85_89_m,single_age_90_94_m,single_age_95_99_m,single_age_100up_m,single_age_15down_f,single_age_15_19_f,single_age_20_24_f,single_age_25_29_f,single_age_30_34_f,single_age_35_39_f,single_age_40_44_f,single_age_45_49_f,single_age_50_54_f,single_age_55_59_f,single_age_60_64_f,single_age_65_69_f,single_age_70_74_f,single_age_75_79_f,single_age_80_84_f,single_age_85_89_f,single_age_90_94_f,single_age_95_99_f,single_age_100up_f,married_15down_m,married_15_19_m,married_20_24_m,married_25_29_m,married_30_34_m,married_35_39_m,married_40_44_m,married_45_49_m,married_50_54_m,married_55_59_m,married_60_64_m,married_65_69_m,married_70_74_m,married_75_79_m,married_80_84_m,married_85_89_m,married_90_94_m,married_95_99_m,married_100up_m,married_15down_f,married_15_19_f,married_20_24_f,married_25_29_f,married_30_34_f,married_35_39_f,married_40_44_f,married_45_49_f,married_50_54_f,married_55_59_f,married_60_64_f,married_65_69_f,married_70_74_f,married_75_79_f,married_80_84_f,married_85_89_f,married_90_94_f,married_95_99_f,married_100up_f,divorced_15down_m,divorced_15_19_m,divorced_20_24_m,divorced_25_29_m,divorced_30_34_m,divorced_35_39_m,divorced_40_44_m,divorced_45_49_m,divorced_50_54_m,divorced_55_59_m,divorced_60_64_m,divorced_65_69_m,divorced_70_74_m,divorced_75_79_m,divorced_80_84_m,divorced_85_89_m,divorced_90_94_m,divorced_95_99_m,divorced_100up_m,divorced_15down_f,divorced_15_19_f,divorced_20_24_f,divorced_25_29_f,divorced_30_34_f,divorced_35_39_f,divorced_40_44_f,divorced_45_49_f,divorced_50_54_f,divorced_55_59_f,divorced_60_64_f,divorced_65_69_f,divorced_70_74_f,divorced_75_79_f,divorced_80_84_f,divorced_85_89_f,divorced_90_94_f,divorced_95_99_f,divorced_100up_f,widowed_15down_m,widowed_15_19_m,widowed_20_24_m,widowed_25_29_m,widowed_30_34_m,widowed_35_39_m,widowed_40_44_m,widowed_45_49_m,widowed_50_54_m,widowed_55_59_m,widowed_60_64_m,widowed_65_69_m,widowed_70_74_m,widowed_75_79_m,widowed_80_84_m,widowed_85_89_m,widowed_90_94_m,widowed_95_99_m,widowed_100up_m,widowed_15down_f,widowed_15_19_f,widowed_20_24_f,widowed_25_29_f,widowed_30_34_f,widowed_35_39_f,widowed_40_44_f,widowed_45_49_f,widowed_50_54_f,widowed_55_59_f,widowed_60_64_f,widowed_65_69_f,widowed_70_74_f,widowed_75_79_f,widowed_80_84_f,widowed_85_89_f,widowed_90_94_f,widowed_95_99_f,widowed_100up_f
107,10007060016,彰化縣福興鄉,頂粘村,208,92,95,97,62,45,22,10,6,6,2,2,0,0,0,0,0,0,0,190,87,96,72,36,31,15,5,0,2,0,0,0,0,0,0,0,0,0,0,0,4,14,72,60,72,92,83,89,60,59,33,29,14,12,2,0,0,0,1,9,27,57,91,63,82,66,59,64,38,27,17,10,10,0,0,0,0,0,0,2,6,9,17,11,15,3,7,5,0,0,2,0,0,0,0,0,0,2,3,3,7,7,7,3,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,5,6,5,5,6,6,0,0,0,0,0,0,0,1,2,3,6,7,9,12,16,16,31,22,24,5,4,0
107,10007060017,彰化縣福興鄉,福寶村,118,65,61,44,28,20,12,6,2,4,0,2,1,0,0,0,0,0,0,114,46,54,41,21,18,7,5,4,0,1,1,0,0,1,0,0,0,0,0,0,1,15,23,39,43,51,52,56,28,37,17,21,9,4,1,0,0,0,1,2,16,29,41,47,46,46,29,25,21,12,17,6,1,0,0,0,0,0,0,1,5,3,8,10,5,6,3,1,1,2,1,0,0,0,0,0,0,0,1,0,0,10,4,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,4,2,3,4,6,2,0,0,0,0,0,0,1,1,1,1,6,8,13,10,6,4,13,6,7,3,0
107,10007060018,彰化縣福興鄉,二港村,92,50,47,26,46,31,15,5,12,7,6,0,1,2,0,0,0,0,0,89,52,58,26,18,29,8,7,2,4,0,0,0,1,0,0,0,0,0,0,0,3,13,20,35,61,40,43,48,41,34,21,21,11,8,2,0,0,0,0,9,15,26,37,44,35,35,33,35,25,17,14,5,4,2,0,0,0,0,2,1,1,7,6,7,5,7,1,3,1,2,0,0,0,0,0,0,0,0,2,0,4,3,4,1,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,3,3,6,3,4,0,1,0,0,0,0,0,0,0,1,2,1,6,8,13,2,15,13,11,7,1,0
107,10007060019,彰化縣福興鄉,福興村,291,126,170,139,127,81,53,25,16,14,6,5,0,2,0,0,0,0,0,220,103,126,128,85,57,27,18,16,4,6,3,3,3,1,0,0,0,0,0,0,5,19,71,114,118,94,116,138,129,88,37,38,19,8,3,0,0,0,0,9,33,78,115,123,83,101,132,129,69,38,28,11,5,1,0,0,0,0,1,0,8,18,17,21,19,15,3,4,2,2,0,1,0,0,0,0,0,2,6,11,16,25,18,14,15,8,5,1,2,1,0,0,0,0,0,0,0,0,0,1,1,2,2,4,4,8,7,3,9,9,2,1,0,0,0,0,0,1,0,0,7,6,23,32,30,22,34,31,18,9,1,0
107,10007060020,彰化縣福興鄉,福南村,223,91,99,109,97,64,35,24,17,6,6,2,1,0,0,0,0,0,0,172,100,96,75,49,40,24,17,9,4,1,2,0,0,1,0,0,0,0,0,0,3,18,58,74,74,83,70,106,81,69,25,27,13,3,0,0,0,0,0,10,25,64,82,75,75,78,93,66,60,21,24,8,1,0,0,0,0,0,1,1,4,8,13,16,12,10,8,4,4,1,0,0,0,0,0,0,0,0,6,7,13,3,2,8,5,5,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,4,1,6,8,2,0,0,0,0,0,0,0,1,1,1,2,5,10,20,19,21,15,12,19,9,4,0
107,10007060021,彰化縣福興鄉,同安村,213,96,101,87,76,49,31,15,15,7,2,0,1,0,0,0,0,0,0,189,79,83,74,41,33,19,13,7,2,2,2,1,0,0,0,0,0,0,0,0,4,18,35,85,79,90,78,88,73,65,37,30,17,2,1,0,0,0,1,7,29,56,79,89,75,75,79,63,48,38,18,12,1,0,0,0,0,0,0,3,3,9,7,18,5,9,8,4,0,1,0,0,0,0,0,0,0,1,2,1,13,4,8,3,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,5,4,8,4,3,4,1,0,0,0,0,0,0,1,1,2,5,12,22,21,10,22,12,13,8,2,0
107,10007060022,彰化縣福興鄉,西勢村,151,74,97,80,53,40,34,21,10,6,3,1,0,0,1,0,0,0,0,170,70,69,63,49,23,19,8,10,7,4,0,0,0,0,0,0,0,0,0,0,1,12,35,53,55,59,54,72,60,48,35,19,13,14,1,0,0,0,0,3,19,39,56,59,56,57,62,63,49,25,12,11,3,0,0,0,0,0,0,1,4,9,9,9,8,7,7,1,1,1,2,0,0,0,0,0,0,2,3,5,6,8,10,8,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,4,5,3,8,8,3,0,0,0,0,0,0,0,2,1,1,3,6,16,12,13,12,19,14,4,3,0
107,10007070001,彰化縣秀水鄉,秀水村,148,75,61,66,36,43,22,11,6,4,4,4,0,1,0,0,0,0,0,149,65,60,43,29,16,13,17,4,5,3,1,1,0,1,0,0,0,0,0,0,3,10,27,57,57,48,65,62,64,46,19,22,19,3,1,0,0,0,0,3,13,38,70,52,43,55,53,51,30,21,10,13,3,0,0,0,0,0,0,0,1,7,14,8,12,8,5,3,0,0,0,0,0,0,0,0,0,0,2,5,8,6,6,5,4,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,4,0,6,6,1,0,0,0,0,0,0,0,0,1,2,0,2,8,9,20,7,14,23,23,7,0,1
107,10007070002,彰化縣秀水鄉,安溪村,182,79,103,81,57,42,18,12,7,0,0,3,0,0,0,0,0,0,0,125,77,86,65,34,25,21,12,2,5,1,0,0,0,1,0,0,0,0,0,0,1,15,40,63,62,61,75,107,74,49,26,17,14,10,1,0,0,0,0,3,21,43,60,76,78,61,74,72,33,13,18,13,3,1,0,0,0,0,0,1,3,13,7,9,8,9,4,4,1,0,0,0,0,0,0,0,0,0,1,2,12,9,4,8,11,4,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,2,1,1,1,4,3,3,0,0,0,0,0,0,0,1,1,2,4,10,12,11,6,20,18,7,5,1,1
107,10007070003,彰化縣秀水鄉,莊雅村,262,103,111,125,93,41,27,10,9,13,2,0,2,1,0,0,0,0,0,212,104,111,93,46,44,25,17,7,3,0,0,1,0,0,2,0,0,0,0,0,3,22,62,72,81,77,88,105,99,62,27,18,21,4,2,2,0,0,0,10,34,71,79,95,66,110,116,59,35,14,19,12,1,2,1,0,0,0,2,4,5,9,10,9,9,9,7,2,3,2,0,0,0,0,0,0,0,0,2,5,10,13,9,5,10,8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,4,3,5,2,1,6,6,9,4,0,0,0,0,0,0,0,0,2,1,10,14,15,20,21,16,17,17,3,2,0
107,10007070004,彰化縣秀水鄉,金興村,139,60,94,96,54,32,17,9,8,4,3,2,0,0,0,0,0,0,0,114,59,74,69,24,18,11,7,5,2,3,1,0,1,0,0,0,0,0,0,0,1,21,28,48,46,58,87,88,52,55,22,30,19,6,1,0,0,0,0,5,19,33,47,50,50,90,60,39,40,14,21,17,4,0,0,0,0,0,1,3,3,6,8,6,11,13,6,3,2,1,0,0,0,0,0,0,1,0,3,2,6,8,7,5,3,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3,1,7,10,6,3,1,0,0,0,0,0,1,1,1,5,7,8,11,10,7,27,19,12,9,1,0
107,10007070005,彰化縣秀水鄉,陝西村,113,58,67,60,35,20,22,11,7,4,2,1,0,0,0,0,0,0,0,98,61,60,46,19,13,11,7,1,3,1,1,0,0,0,0,0,0,0,0,0,2,8,18,43,46,54,64,52,45,33,20,26,14,2,3,0,0,0,0,5,11,21,51,43,52,55,37,24,27,14,14,11,4,0,0,0,0,0,0,0,1,5,4,4,12,6,3,1,0,0,0,0,0,0,0,0,0,0,2,2,10,4,2,10,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,2,4,2,1,0,0,0,0,0,0,0,1,0,5,6,13,12,9,14,22,16,5,1,0
107,10007070006,彰化縣秀水鄉,安東村,352,139,178,141,117,70,46,23,16,13,2,3,0,0,1,0,0,0,0,318,160,144,132,74,54,42,20,12,9,1,1,0,0,1,0,1,0,0,0,0,6,30,78,123,134,100,131,149,137,108,77,34,29,8,2,0,0,0,0,9,36,99,141,106,111,135,130,94,106,38,35,18,6,1,0,0,0,0,0,1,5,12,18,18,15,20,8,6,3,1,0,1,0,0,0,0,0,1,2,9,9,16,13,10,13,12,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,4,5,8,11,7,10,14,5,1,0,0,0,0,1,0,0,2,3,12,12,28,27,20,28,36,16,11,4,1
107,10007070007,彰化縣秀水鄉,鶴鳴村,236,118,167,137,85,58,38,12,14,9,7,1,0,3,0,0,0,0,0,181,122,127,110,71,43,32,17,6,4,6,3,0,0,0,0,0,0,0,0,0,3,15,56,75,111,87,132,126,130,51,50,42,29,5,2,0,0,0,0,6,33,63,88,95,106,120,106,79,55,30,33,14,4,0,0,0,0,0,0,1,6,15,9,15,16,12,6,5,2,3,0,0,0,0,0,0,0,0,2,5,11,17,13,8,12,5,7,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,5,5,7,6,3,2,0,0,0,0,0,1,1,2,2,4,18,16,32,16,26,26,18,10,4,0
107,10007070008,彰化縣秀水鄉,馬興村,142,87,96,98,67,48,22,13,7,3,3,2,1,1,0,1,0,0,0,128,75,100,70,45,29,18,6,4,2,1,1,1,0,0,0,0,0,0,0,0,0,20,33,75,76,68,95,103,88,54,31,28,14,10,2,0,0,0,0,4,23,44,69,63,78,79,83,54,36,23,21,12,5,0,0,0,0,0,0,0,1,9,13,8,10,9,6,1,0,0,0,0,0,0,0,0,0,1,2,4,7,8,2,5,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5,8,9,0,5,5,3,4,2,0,0,0,0,0,0,0,4,2,4,6,21,22,15,19,15,23,7,0,0
107,10007070009,彰化縣秀水鄉,義興村,91,54,85,66,35,30,7,8,3,0,4,2,1,0,0,0,0,0,0,73,52,67,57,24,12,6,4,4,0,1,1,0,0,0,0,0,0,0,0,0,3,12,23,34,38,51,73,56,47,32,15,18,7,2,1,0,0,0,0,3,18,19,37,44,48,65,40,35,18,15,9,5,1,1,0,0,0,0,0,0,0,4,3,10,8,5,4,2,3,0,0,0,0,0,0,0,0,0,3,0,4,4,4,2,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,7,5,1,0,0,0,0,0,0,0,1,0,4,2,5,6,11,5,13,12,9,6,2,0
107,10007070010,彰化縣秀水鄉,福安村,531,185,224,194,152,91,45,16,16,9,5,2,0,0,0,0,0,0,0,515,204,177,148,71,67,33,22,14,3,4,1,0,1,1,0,0,0,0,0,1,6,43,98,151,170,155,145,163,137,94,53,36,21,7,2,1,0,0,2,9,49,114,160,163,148,156,152,125,87,34,22,15,2,2,1,0,0,0,2,4,6,15,24,15,12,19,15,8,0,0,1,0,0,0,0,0,0,2,1,12,16,25,18,15,16,15,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,6,11,4,11,9,7,1,0,2,0,0,0,0,0,0,2,3,4,16,17,41,24,15,22,26,18,11,2,0
107,10007070011,彰化縣秀水鄉,埔崙村,233,76,73,84,62,49,18,12,7,5,2,0,0,0,0,0,0,0,0,221,75,76,67,39,22,17,12,5,2,3,1,0,0,0,0,0,0,0,0,0,1,3,25,65,75,40,57,90,67,71,34,23,17,3,0,0,0,0,0,3,10,41,86,52,58,63,72,60,50,17,20,9,2,0,0,0,0,0,1,4,3,5,10,11,8,8,4,2,0,0,0,0,0,0,0,0,0,0,2,5,8,2,2,6,11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,0,3,4,10,0,3,1,0,0,0,0,0,0,2,1,1,1,5,9,11,13,9,15,11,4,3,1
107,10007070012,彰化縣秀水鄉,曾厝村,120,69,70,71,44,37,17,6,9,8,4,1,0,1,0,0,0,0,0,117,59,76,46,46,20,12,6,7,5,3,2,0,1,1,0,0,0,0,0,1,0,12,40,51,32,41,62,96,69,48,22,16,14,6,1,0,0,0,0,0,23,44,44,41,51,68,60,51,29,13,19,11,1,1,0,0,0,0,0,0,0,2,5,2,10,10,4,1,0,0,0,0,0,0,0,0,0,0,1,5,9,9,2,6,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,3,3,5,3,2,1,1,0,0,0,0,0,1,1,0,5,7,7,4,4,11,20,9,9,0,0
107,10007070013,彰化縣秀水鄉,金陵村,165,58,61,56,42,29,18,11,7,7,6,2,0,2,1,0,0,0,0,140,63,66,41,34,22,7,8,4,6,2,0,0,0,0,0,0,0,0,0,0,3,9,48,56,55,70,59,64,61,48,25,17,18,4,0,0,0,0,0,5,22,43,71,55,59,41,47,47,38,16,16,13,2,0,0,0,0,0,0,3,3,6,10,6,4,6,4,2,0,3,0,0,0,0,0,0,0,0,4,6,6,11,7,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,3,2,2,5,0,2,0,0,0,0,0,0,0,0,0,1,1,3,8,11,12,9,11,15,17,3,3,0
107,10007070014,彰化縣秀水鄉,下崙村,160,86,95,79,63,29,28,14,8,5,8,3,0,1,0,0,0,0,0,175,83,85,50,28,24,15,13,5,4,1,0,0,0,0,0,0,0,0,0,0,3,17,49,67,65,64,79,98,61,54,30,23,20,6,1,0,0,0,0,5,27,57,60,62,59,71,54,55,44,20,15,13,4,0,0,0,0,0,0,4,6,10,11,10,9,10,9,1,0,2,0,1,0,0,0,0,0,0,0,5,13,11,3,2,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,11,10,1,0,0,0,0,0,0,1,0,3,4,6,8,6,15,14,26,24,17,5,0,0
107,10007080001,彰化縣花壇鄉,花壇村,291,107,138,123,94,65,44,23,11,16,5,1,0,0,0,0,0,0,0,261,105,143,103,69,53,34,21,14,12,9,3,0,0,0,1,0,0,0,0,0,0,21,42,104,109,87,92,128,116,77,50,40,30,9,3,2,0,0,0,1,35,65,98,98,85,96,131,90,68,45,31,14,3,3,0,0,0,0,0,2,3,12,20,19,15,16,11,13,2,1,0,1,0,0,0,0,0,1,4,8,13,19,7,9,17,9,2,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,1,5,8,5,4,7,10,2,0,0,0,0,0,0,0,2,3,3,3,6,22,27,12,23,34,17,6,3,0
107,10007080002,彰化縣花壇鄉,金墩村,101,54,62,78,50,40,30,19,11,9,7,4,1,0,0,0,0,0,0,113,63,60,64,36,16,9,12,5,4,5,0,1,0,0,0,0,0,0,0,0,2,15,36,55,52,44,66,71,58,47,23,26,17,4,1,0,0,0,0,3,23,40,54,47,41,58,57,50,36,14,19,10,1,0,0,0,0,0,1,3,3,2,14,11,14,8,3,2,1,0,0,0,0,0,0,0,0,0,1,2,6,7,6,10,8,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,1,5,3,2,7,2,1,0,0,0,0,0,0,1,2,2,6,10,12,13,8,24,24,17,5,2,0
107,10007080003,彰化縣花壇鄉,中庄村,147,92,96,100,63,56,35,23,13,8,4,0,0,0,2,0,0,0,0,149,87,80,68,48,40,25,14,3,2,3,3,1,1,0,0,0,0,0,0,0,5,14,37,67,79,60,70,77,93,60,47,30,13,6,1,0,0,0,1,5,21,54,65,71,47,73,72,70,68,28,19,7,2,2,0,0,0,0,0,4,7,10,21,17,12,8,13,7,5,0,0,0,0,0,0,0,0,0,3,4,8,11,10,13,7,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,5,2,5,6,4,3,1,0,0,0,0,0,1,0,2,3,10,12,20,29,15,21,15,22,8,1,0
107,10007080004,彰化縣花壇鄉,劉厝村,66,24,42,33,23,24,7,16,8,5,4,4,1,0,0,0,0,0,0,57,32,45,22,19,14,10,9,5,4,2,2,0,0,0,1,0,0,0,0,1,0,7,21,32,30,29,45,34,33,33,19,15,11,5,3,0,0,0,1,2,4,17,33,28,34,30,36,30,23,17,13,4,4,0,0,0,0,0,0,2,5,4,7,6,7,8,7,4,1,0,2,0,0,0,0,0,0,0,2,1,5,3,4,4,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,4,3,4,5,3,0,0,0,0,0,0,1,1,0,1,4,3,6,4,9,12,9,8,5,0,0
107,10007080005,彰化縣花壇鄉,崙雅村,101,42,60,49,37,33,22,11,8,4,1,0,0,0,0,0,0,0,0,73,49,39,43,24,20,11,11,8,4,1,0,0,0,0,0,1,0,0,0,0,3,6,25,54,50,39,39,64,60,41,30,19,13,10,0,0,0,0,0,4,8,27,46,50,31,44,54,49,31,24,8,10,6,0,0,0,0,0,0,0,2,7,5,4,4,4,3,5,0,2,0,0,0,0,0,0,0,0,0,5,8,4,5,5,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,6,3,3,0,0,0,0,0,0,0,1,0,0,2,6,10,10,10,5,17,6,2,3,1
107,10007080006,彰化縣花壇鄉,南口村,112,67,87,76,47,37,13,15,8,3,4,1,0,2,0,0,0,0,0,99,57,71,66,31,25,18,15,5,1,0,2,0,0,2,0,0,0,0,0,1,2,16,42,59,58,54,55,67,63,42,31,36,16,4,0,0,0,0,1,10,29,49,69,56,47,66,59,62,38,21,22,10,2,0,0,0,0,0,0,2,6,8,11,9,10,10,5,1,1,1,0,0,0,0,0,0,0,0,2,4,7,11,4,9,7,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,4,4,2,0,1,1,0,0,0,0,0,0,0,0,5,3,12,11,12,9,12,13,12,2,1,1
107,10007080007,彰化縣花壇鄉,中口村,30,15,31,30,17,18,13,7,5,2,0,0,0,0,0,0,0,0,0,35,22,26,23,20,11,8,9,3,4,3,1,0,0,0,0,0,0,0,0,0,1,3,3,27,18,21,22,27,23,26,10,14,4,4,2,0,0,0,0,2,4,10,32,15,17,20,23,27,11,11,8,4,2,0,0,0,0,0,0,0,2,4,4,7,3,5,5,3,1,0,0,0,0,0,0,0,0,0,0,4,3,2,2,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,4,2,5,3,2,0,0,0,0,0,0,0,0,2,1,0,2,4,7,9,3,11,4,3,0,1
107,10007080008,彰化縣花壇鄉,北口村,136,63,61,92,55,45,26,13,15,11,4,1,1,2,0,0,0,0,0,106,58,60,48,45,25,14,12,5,1,4,0,0,0,0,0,0,0,0,0,0,0,17,29,46,44,50,61,68,58,43,21,20,10,7,0,0,0,0,0,4,17,33,45,50,49,50,59,58,25,18,9,8,3,0,0,0,0,0,0,2,3,7,7,13,12,11,6,2,2,1,1,0,0,0,0,0,0,0,3,2,7,8,6,10,8,3,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,2,3,4,4,1,9,8,2,3,0,0,0,0,0,0,0,0,1,3,4,16,15,13,15,13,27,9,3,1,0
107,10007080009,彰化縣花壇鄉,長沙村,490,198,209,198,170,113,69,34,16,17,8,5,2,3,1,0,0,0,0,449,185,177,166,93,67,41,23,15,12,7,5,1,2,1,2,0,0,0,0,0,4,31,97,156,153,151,165,191,171,124,57,59,26,11,3,0,0,0,0,8,51,125,179,151,143,162,197,153,101,57,33,12,8,1,0,0,0,0,0,5,6,17,24,28,22,15,13,9,2,2,1,0,1,0,0,0,1,0,2,5,21,25,18,15,22,9,8,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,3,6,4,9,4,4,9,9,3,0,0,0,0,0,0,0,2,2,5,13,17,34,27,37,26,31,32,7,2,0
107,10007080010,彰化縣花壇鄉,文德村,168,93,136,131,88,90,31,21,13,17,9,2,2,0,3,1,0,0,0,171,95,106,107,70,55,29,18,10,5,5,1,1,0,0,0,0,0,0,0,0,6,17,49,100,106,89,87,115,88,79,28,26,11,7,0,0,0,0,0,6,30,69,96,82,81,102,123,82,52,24,16,9,2,0,0,0,0,0,0,1,6,16,20,14,20,15,14,7,4,2,0,2,0,0,0,0,0,0,3,8,14,19,11,13,23,9,8,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2,7,3,2,4,8,11,1,0,0,0,0,0,0,0,0,3,4,7,12,28,31,16,15,16,13,7,0,0
107,10007080011,彰化縣花壇鄉,白沙村,278,174,215,219,123,102,70,34,17,10,6,4,0,1,0,0,0,0,0,238,162,196,155,81,53,42,22,11,5,4,6,2,1,0,0,0,0,0,0,1,6,23,74,123,134,153,174,182,151,118,57,46,16,9,5,0,0,0,2,6,44,89,125,132,163,182,176,141,87,42,28,16,4,2,0,0,0,0,0,1,3,15,20,23,30,13,11,9,3,0,1,0,0,0,0,0,0,1,3,13,19,28,19,27,19,15,2,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,2,5,4,9,8,7,4,4,1,1,0,0,0,0,0,0,2,4,8,3,25,25,52,34,30,20,17,5,3,0
107,10007080012,彰化縣花壇鄉,岩竹村,79,46,65,56,29,34,24,19,7,7,5,0,0,1,0,0,0,0,0,66,33,45,40,22,18,11,4,6,3,1,1,0,0,0,0,0,0,0,0,1,0,9,22,32,44,49,44,49,46,28,18,24,12,4,0,0,0,0,1,7,12,23,47,27,40,30,45,27,26,9,18,11,1,0,0,0,0,0,0,2,5,6,11,5,13,12,7,4,2,0,0,0,0,0,0,0,0,0,0,4,10,4,7,4,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,3,3,1,4,3,2,2,0,0,0,0,0,0,0,0,1,3,6,7,9,10,12,17,12,9,1,2,1
107,10007080013,彰化縣花壇鄉,橋頭村,315,112,150,135,79,72,46,27,13,13,3,2,0,1,0,0,0,0,0,292,113,133,102,87,48,32,17,7,8,2,1,2,2,1,0,0,0,0,0,0,2,29,60,107,103,97,97,119,107,85,41,24,21,13,3,0,0,0,2,9,40,79,119,110,87,96,128,100,64,31,16,12,5,0,0,0,0,0,0,2,7,16,21,14,25,17,7,5,2,1,0,0,0,0,0,0,0,1,6,11,13,10,20,15,16,7,5,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,4,2,2,9,2,5,2,4,1,0,0,0,0,0,0,0,1,3,4,5,20,25,27,26,30,20,14,4,2,0
107,10007080014,彰化縣花壇鄉,灣雅村,63,26,29,43,19,28,13,9,5,4,2,1,0,0,0,0,0,0,0,57,28,45,25,13,11,6,4,1,4,0,0,0,0,1,0,0,0,0,0,0,1,5,12,28,28,20,25,42,32,21,8,10,10,5,0,0,0,0,0,1,5,19,25,30,20,32,26,27,14,7,11,4,2,0,0,0,0,0,0,0,2,8,2,3,6,5,4,3,1,0,0,0,0,0,0,0,0,0,0,3,2,3,3,3,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,1,1,0,0,0,0,0,0,1,1,2,3,4,4,6,8,5,9,10,11,4,2,0
107,10007080015,彰化縣花壇鄉,灣東村,48,35,40,36,15,21,14,11,2,3,0,2,1,1,0,0,0,0,0,55,32,34,23,13,10,8,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,6,19,34,26,25,41,28,42,33,18,15,8,5,0,0,0,0,1,1,9,21,29,27,17,30,25,31,18,10,12,6,3,0,0,0,0,0,0,0,0,6,8,6,5,9,2,3,0,0,0,0,0,0,0,0,0,0,1,4,2,4,2,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,4,1,4,6,4,1,0,0,0,0,0,1,0,1,1,0,3,2,5,4,9,6,6,12,5,0,0
107,10007080016,彰化縣花壇鄉,三春村,148,74,85,83,46,50,26,11,9,5,3,5,1,0,1,0,0,0,0,120,76,73,60,45,34,17,9,6,3,2,0,0,2,0,0,0,0,0,0,0,2,12,28,48,53,57,54,73,66,42,26,22,19,7,1,0,0,0,1,6,25,47,48,59,49,64,62,50,36,20,11,12,5,0,0,0,0,0,0,0,3,9,9,13,10,12,12,2,1,0,0,0,0,0,0,0,1,0,2,3,15,11,5,6,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,3,1,4,4,1,3,0,0,0,0,0,0,0,0,3,3,8,12,15,16,8,17,12,17,6,2,0
107,10007080017,彰化縣花壇鄉,永春村,125,86,98,91,56,41,19,13,10,4,0,0,1,0,0,1,0,0,0,132,63,90,79,26,19,10,4,4,3,1,1,0,0,0,0,0,0,0,0,0,4,11,34,39,45,68,82,86,52,29,21,12,8,4,0,0,0,0,0,7,17,42,60,51,67,85,69,37,31,11,7,6,1,0,0,0,0,0,1,0,4,10,8,9,13,13,7,1,1,0,0,0,0,0,0,0,0,0,1,6,10,12,10,13,17,9,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,1,0,2,2,9,2,1,0,0,0,0,0,0,1,3,5,5,15,16,15,15,12,11,7,4,1,1
